url,type,Results
http://www.dshnr.cn/forum.php?mod=viewthread&tid=632,defacement,2
http://www.gerridavis.com/pics-for-sale,defacement,2
http://manola-souvanlasy.com/index.php?view=article&catid=44:poesies-et-philosophie&id=92:souvenir-dun-enfant-de-sithandone&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=73,defacement,2
obituaries.tylerpaper.com/obituaries/tylerpaper/obituary.aspx?n=bradley-justin-gaudet&pid=152001131,benign,0
articles.tutorialonline.biz/portal/language-pl/search_G,benign,0
westjet.com/,benign,0
ca.linkedin.com/directory/people/ca/B26.html,benign,0
http://www.stiltex-grandchef.it/index.php?option=com_content&view=article&id=33&Itemid=53,defacement,2
punjabiportal.com/articles/mel-karade-rabba-jimmy-shergill-gippy-grewal,benign,0
axon.es/Axon/LibroFicha.asp?Libro=65613,benign,0
sikhiwiki.org/index.php/Template:Infobox_Biography,benign,0
http://vinno.co.th/index.php?option=com_k2&view=item&id=141:v-office&Itemid=212,defacement,2
http://mzracing.sk/index.php?option=com_user&view=remind,defacement,2
fandango.com/willisbbouchey/information/p7605,benign,0
pcdrivers.com.br/related/star+imavision+video+capture+driver+windows+7/,benign,0
http://www.tvsk.com.au/shop/37/26/adriano-zumbo-signature-collection-by-tvsk/P-paris-knife-roll-signature,defacement,2
http://www.iesceciliojimenez.es/index.php?option=com_content&view=article&id=378:rutas-literarias-20112012&catid=181:actividades-complementarias&Itemid=84,defacement,2
http://www.andyosuna.com/pinguinosevereywhere/Your/Apple/ID/verification/customer/secure/center/Apple.com,phishing,1
legacy.com/obituaries/starnewsonline/obituary.aspx?n=laura-elizabeth-johnson-betty&pid=153894758,benign,0
boston.com/partners/globesports/schools/players/10117760.html,benign,0
http://www.unfallhilfe-bayern.de/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy51bmZhbGxoaWxmZS1iYXllcm4uZGUvaW5kZXgucGhwL2NvbXBvbmVudC9jb250ZW50L2FydGljbGUvMS1ha3R1ZWxsZS1uYWNocmljaHRlbi85LW1pbGxpb25lbmZhY2hlcy1sYWVjaGVsbg==,defacement,2
en.wikipedia.org/wiki/Royal_Montreal_Golf_Club,benign,0
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FfOC0RlA0jCzLtx8T+%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%82%AD%E3%83%A3%E3%83%83%E3%83%88%E3%83%95%E3%82%A1%E3%82%A4%E3%83%88+%23ero+%23douga+%23agesage,benign,0
airport-int.com/suppliers/aircraft-fleet-maintenance.html,benign,0
topix.net/who/john-ritter,benign,0
neerajherbal.com,phishing,1
oldhouseonline.com/an-elegant-new-england-federal/,benign,0
nme.com/artists/rick-james,benign,0
marketnews.ca/search/tag?query=wirelesswave,benign,0
http://www.alviksby.se/index.php?view=categoryevents&id=6:kursutbildning&option=com_eventlist&Itemid=79,defacement,2
http://pscatm.com/index.php?option=com_contact&view=category&catid=60&Itemid=76&limitstart=20,defacement,2
classmates.com/directory/public/memberprofile/list.htm?regId=8688879913,benign,0
commons.wikimedia.org/wiki/Category:Silent_films,benign,0
interpunk.com/item.cfm?Item=195465&,benign,0
collegefootballzealots.blogspot.com/2010/06/pre-season-preview-missouri-tigers.html,benign,0
http://www.t-puls.dk/s-54-stotteperson/en-rettighed.html,defacement,2
http://idealajans.org/index.php?option=com_content&view=article&id=126:web-hizmetleri&catid=37&Itemid=62,defacement,2
http://www.bg-ricevimenti.it/index.php/eventi/convention.html,defacement,2
martial-artists.livejournal.com/631035.html,benign,0
library.brown.edu/collatoz/videos.php?task=alpha&subtask=all,benign,0
catholic-hierarchy.org/bishop/ldb.html,benign,0
http://www.controlesuasvendas.com/controle-financeiro/8-serius-mm-controle-financeiro.html,defacement,2
http://aksniwka.com/redakcja/podstrona-systemowa/76-piata-liga/1349-pisza-o-nas-nowy-stary-trener-aks-u,defacement,2
studytemple.com/forum/medicine/41-cecil-medicine-expert-consult-online-print-cecil-textbook-medicine-9781416028055-lee-goldman-dennis-arthur-ausiello-william-arend-james-o-armitage-david-clemmons-jeffrey-drazen-robert-griggs-nicholas-larusso-jane-newman-eliza.html,benign,0
haserekontrol.org,phishing,1
http://askubuntu.com/questions/623133/how-to-open-shared-smb-resources-in-the-form-host?answertab=active,benign,0
pipl.com/directory/people/Roy/Ledbetter,benign,0
sportingkc.com/players/seth-sinovic,benign,0
en.wikipedia.org/wiki/Idiot%27s_Delight_(film),benign,0
http://earth-sure.com/official-earthsure-press-releases/press-releases/2-foreign-patent-application-for-seeds,defacement,2
http://radiouyuyuy.com/component/user/remind,defacement,2
speedhunters.com/archive/2011/10/04/builds-gt-gt-erin-sykes-lowdown-r34-skyline.aspx,benign,0
http://www.seckmauern.de/index.php?view=article&catid=1:aktuelle-nachrichten&id=96:geballte-freude-mit-gospel&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=50,defacement,2
phillysportsdaily.com/flyers/2011/06/23/flyers-trade-captain-mike-richards-to-los-angeles-kings/,benign,0
http://babaci.fr/index.php?option=com_content&view=category&id=32:languages&Itemid=47&layout=default,defacement,2
cataclysm-x.deviantart.com/gallery/,benign,0
start.cortera.com/company/research/k3p1lqs2o/farmland-printing-operations/,benign,0
annexchessclub.com/2011/08/15th-canadian-womens-chess-championship-2011/,benign,0
http://tune.pk/video/2668444/bazeecha-e-atfaal-hai-duniya-mere-aage-jagjit-singh-ghalib,benign,0
marxists.org/nederlands/mandel/1960/traite_2/11.htm,benign,0
alphagammarho.celect.org/news,benign,0
http://xvideo-jp.com/%E5%B7%A8%E4%B9%B3%E5%8B%95%E7%94%BB%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%A0,benign,0
http://jtbgreece.com/en/japan/japan-rail-pass/japan-rail-pass-types,defacement,2
http://www.sanremoballroom.com.au/news/index.html,defacement,2
amazon.com/Chancer-2-Clive-Owen/dp/B000XUF6B0,benign,0
simplyhired.com/a/salary/search/q-Ameriflight,benign,0
800hawaii.com/webcam/,benign,0
eventful.com/performers/audrye-sessions-/P0-001-000024403-8,benign,0
glam0ur.com/gals/lanny_barby/02/lanny_barby.htm,benign,0
http://persianblog.ir/tags/42383/10/%d8%af%d8%a7%d8%b3%d8%aa%d8%a7%d9%86_%da%a9%d9%88%d8%aa%d8%a7%d9%87/,benign,0
clashroyalehack2016.com,phishing,1
http://www.skubawerk.de/ru/gallery,defacement,2
http://www.spokengerman.com/~domunebu/includes/js/db/box/,phishing,1
http://www.journeysend.ca/index.php?option=com_content&view=article&id=4&Itemid=3,defacement,2
pioneercleaningservices.net/,benign,0
temescalquartet.com/,benign,0
wn.com/Viljoen,benign,0
http://mylust.com/videos/156709/my-big-boobed-girlfriend-loves-playing-with-her-big-knockers/,benign,0
facebook.com/people/Stephane-Fiset/1075459891,benign,0
peterboroughpromotions.com/berniemartin/,benign,0
http://www.cmu1h.com/dll/index.htm?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d,phishing,1
spoke.com/dir/p/wright/david,benign,0
lonelyplanet.com/mali,benign,0
acadien.org/famillesen.html,benign,0
urbandictionary.com/define.php?term=KAT-TUN,benign,0
archive.org/stream/northdakotahisto01loun/northdakotahisto01loun_djvu.txt,benign,0
spiderbites.nytimes.com/filmography/j/00022.html,benign,0
http://burkinasaracanarias.org/es/que-hacemos.html,defacement,2
http://naadbank.com/index.php?option=com_content&view=article&id=40:what-is-the-difference-between-archiving-and-trashing-an-article&catid=27:new-to-joomla&Itemid=44,defacement,2
monmouthpark.com/news.aspx?id=269,benign,0
proceedcollected.com,phishing,1
http://extratorrent.cc/torrent_download/4189675/Elle+UK+%E2%80%93+June+2015.torrent,benign,0
ondeckcircle.wordpress.com/2010/06/11/best-forgotten-baseball-seasons-the-montreal-expos/,benign,0
http://chinacxyy.com/piccodejs-000.asp?lm2=190&x=3&y=2&w=96&h=69&open=1&n=10&tj=0,malware,3
usatoday.com/news/nation/2008-12-23-literatecities_N.htm?se=yahoorefer,benign,0
cbonura.tripod.com/id38.htm,benign,0
tngennet.org/hamilton/churches.htm,benign,0
http://www.ekwdesign.de/referenzen/webdesign.html,defacement,2
sportsecyclopedia.com/nfl/det/lions.html,benign,0
http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=399:2009-10-29-08-58-50&catid=7:2009-02-14-18-17-11&Itemid=12,defacement,2
http://www.path-finder.it/index.php?option=com_content&view=article&id=84:notebook-usato-3&catid=35&Itemid=77,defacement,2
http://www.oratoriosanfelipeneri.com.mx/oratorio/oratorio-san-felipe-neri.html,defacement,2
http://nesn.com/2014/06/patriots-already-showing-signs-of-improvement-in-minicamp-video/,benign,0
usidentify.com/l/aquino,benign,0
cuckolds.com/forums/movie-post/23492-real-wives-cuckold-interracial-gangbangs-8.html,benign,0
nealshine.com/media/NealShineTributeComments.html,benign,0
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=10&Itemid=71,defacement,2
pipl.com/directory/name/Marston/Ron,benign,0
http://liegen-sitzen.de/schlafen/schraenke,defacement,2
jenniferswiderski.com/bioresume.html,benign,0
bookrags.com/The_Plague,benign,0
tradebit.com/tagworld.php/think+tank,benign,0
aspenpharma.com/default.aspx?pid=204&stepid=1&oid=372408,benign,0
http://www.auter.co.rs/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5hdXRlci5jby5ycy9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD05MTplbGVrdHJvbW90b3JuaS1wb2dvbmkmY2F0aWQ9NDQ6ZWxla3Ryb21vdG9ybmktcG9nb25pJkl0ZW1pZD0xNjc=,defacement,2
negro-baseball-league.com/blog/the-last-negro-league-baseball-game.html,benign,0
http://getpocket.com/blog/2012/11/introducing-the-new-pocket-api-for-developers-and-publishers/,benign,0
2tickets.ca/bell-centre/,benign,0
dnb.alacrastore.com/storecontent/dnb2/381840487,benign,0
http://www.ikenmijnkunst.nl/index.php/algemen-informatie/31-winterexpo-rilland,defacement,2
theparisreview.org/fiction/4018/via-negativa-james-salter,benign,0
http://www.vittorioguzzo.it/rassegne-stampa-fino-al-01102011/137-nuove-idee-per-la-citta-vecchia.html,defacement,2
ca.linkedin.com/pub/evan-beloff/4/128/ab1,benign,0
lb.nab.com.au.agro-mation.com,phishing,1
askville.amazon.com/SimilarQuestions.do?req=Bernadette+Protti+killed+Kirsten+Costas,benign,0
music.yahoo.com/mac-dre/tracks/,benign,0
montreal-travelguide.com/Downtown/Just-For-Laughs-Museum/,benign,0
allaboutjazz.com/php/musician.php?id=8602,benign,0
http://www.lacasadesirio.com/index.html,defacement,2
localcollegeexplorer.com/Mississippi_State_University.html,benign,0
graduate.bentley.edu/mba,benign,0
hotel-rates.com/canada/quebec/mont-tremblant/,benign,0
trackdatabase.com/listingathletes.php?current_meet=zzzz_db243,benign,0
http://www.sportraad-maasmechelen.be/index.php?view=weblink&catid=11:voetbalclubs&id=5:lindeboys-sportief-leut&option=com_weblinks&Itemid=10,defacement,2
http://www.food-nrw.de/index.php/english-content/253-food2market,defacement,2
http://www.learnpolish-online.pl/pl/component/customproperties/index.html?tagId=4,defacement,2
myspace.com/fryes,benign,0
tophyipsites.com,phishing,1
canadianmysteries.ca/sites/redpath/dramatispersonae/peterredpath/indexen.html,benign,0
imdb.com/name/nm1704813/,benign,0
mylife.com/simardmarienoelle,benign,0
accelerator3359.com/Wrestling/bios/butch.html,benign,0
topix.com/city/long-branch-nj,benign,0
yasni.com/john+g.+devlin/check+people,benign,0
easy-breaks.com/hotels/scotland/speyside-moray,benign,0
myspace.com/beki_allard91,benign,0
people.famouswhy.com/terry_barr/,benign,0
billboard.com/column/the-juice/common-readies-no-i-d-produced-album-drops-1005264832.story,benign,0
gamespot.com/bulletstorm,benign,0
